Date,EURUSD,US3M,EUR3M,EUR3M fwd,EURIBOR
6/23/2015,1.1167,0.28075,-0.014,13.53,-0.014
6/24/2015,1.1205,0.28075,-0.014,14.24,-0.014
6/25/2015,1.1205,0.282,-0.015,13.94,-0.015
6/26/2015,1.1167,0.28175,-0.015,14.33,-0.015
6/29/2015,1.1236,0.2837,-0.016,14.95,-0.016
6/30/2015,1.1147,0.2832,-0.014,14.63,-0.014
7/1/2015,1.1053,0.2836,-0.014,14.6,-0.014
7/2/2015,1.1084,0.2835,-0.015,14.35,-0.015
7/3/2015,1.1114,0.2843,-0.015,14.84,-0.015
7/6/2015,1.1056,0.28425,-0.016,14.83,-0.016
7/7/2015,1.1011,0.28325,-0.018,15.03,-0.018
7/8/2015,1.1077,0.28345,-0.018,15.32,-0.018
7/9/2015,1.1036,0.286,-0.018,14.71,-0.018
7/10/2015,1.1162,0.2858,-0.018,14.15,-0.018
7/13/2015,1.1002,0.2888,-0.019,13.89,-0.019
7/14/2015,1.1009,0.2885,-0.019,13.9,-0.019
7/15/2015,1.095,0.2885,-0.019,14.56,-0.019
7/16/2015,1.0875,0.287,-0.019,14.34,-0.019
7/17/2015,1.083,0.29175,-0.019,14.4,-0.019
7/20/2015,1.0825,0.295,-0.019,14.53,-0.019
7/21/2015,1.0935,0.2941,-0.019,14.57,-0.019
7/22/2015,1.0929,0.2925,-0.019,14.79,-0.019
7/23/2015,1.0984,0.2951,-0.019,14.44,-0.019
7/24/2015,1.0984,0.2936,-0.019,14.31,-0.019
7/27/2015,1.1088,0.2941,-0.02,14.33,-0.02
7/28/2015,1.106,0.2968,-0.021,14.3,-0.021
7/29/2015,1.0984,0.2968,-0.022,14.25,-0.022
7/30/2015,1.0932,0.3001,-0.023,14.84,-0.023
7/31/2015,1.0984,0.3086,-0.023,14.68,-0.023
8/3/2015,1.095,0.3037,-0.023,14.6,-0.023
8/4/2015,1.0881,0.3011,-0.023,14.8,-0.023
8/5/2015,1.0906,0.3109,-0.024,15.34,-0.024
8/6/2015,1.0925,0.3114,-0.024,14.93,-0.024
8/7/2015,1.0967,0.3116,-0.024,15.44,-0.024
8/10/2015,1.1019,0.3142,-0.024,15.08,-0.024
8/11/2015,1.1042,0.31435,-0.024,15.01,-0.024
8/12/2015,1.1159,0.3093,-0.024,15.47,-0.024
8/13/2015,1.115,0.3205,-0.024,15.55,-0.024
8/14/2015,1.1109,0.32445,-0.025,15.74,-0.025
8/17/2015,1.1078,0.33285,-0.027,15.8,-0.027
8/18/2015,1.1024,0.33285,-0.028,15.82,-0.028
8/19/2015,1.112,0.33335,-0.029,15.93,-0.029
8/20/2015,1.1242,0.3291,-0.03,15.58,-0.03
8/21/2015,1.1386,0.3291,-0.031,15.7,-0.031
8/24/2015,1.1619,0.3316,-0.032,16.29,-0.032
8/25/2015,1.1517,0.327,-0.033,16.26,-0.033
8/26/2015,1.1314,0.3252,-0.033,16.43,-0.033
8/27/2015,1.1246,0.3244,-0.033,16.01,-0.033
8/28/2015,1.1185,0.329,-0.033,16.34,-0.033
8/31/2015,1.1211,0.329,-0.033,16.55,-0.033
9/1/2015,1.1315,0.334,-0.033,16.87,-0.033
9/2/2015,1.1227,0.3325,-0.033,17.02,-0.033
9/3/2015,1.1123,0.3335,-0.033,17.09,-0.033
9/4/2015,1.1149,0.332,-0.034,17.03,-0.034
9/7/2015,1.117,0.333,-0.034,16.95,-0.034
9/8/2015,1.1203,0.332,-0.035,17.15,-0.035
9/9/2015,1.1207,0.333,-0.035,17.33,-0.035
9/10/2015,1.128,0.336,-0.036,17.35,-0.036
9/11/2015,1.1338,0.3372,-0.038,17.7,-0.038
9/14/2015,1.1317,0.3355,-0.038,17.94,-0.038
9/15/2015,1.1269,0.33425,-0.036,18.24,-0.036
9/16/2015,1.129,0.3396,-0.037,18.28,-0.037
9/17/2015,1.1435,0.3451,-0.037,16.33,-0.037
9/18/2015,1.1298,0.3192,-0.037,17.04,-0.037
9/21/2015,1.119,0.326,-0.038,17.67,-0.038
9/22/2015,1.112,0.3265,-0.039,17.01,-0.039
9/23/2015,1.1186,0.3255,-0.039,17.83,-0.039
9/24/2015,1.123,0.3264,-0.04,17.15,-0.04
9/25/2015,1.1195,0.3261,-0.041,16.82,-0.041
9/28/2015,1.1244,0.3266,-0.041,16.6,-0.041
9/29/2015,1.1249,0.3255,-0.041,18.63,-0.041
9/30/2015,1.1177,0.325,-0.04,18.91,-0.04
10/1/2015,1.1195,0.324,-0.043,19,-0.043
10/2/2015,1.1216,0.3271,-0.044,18.15,-0.044
10/5/2015,1.1188,0.3232,-0.046,17.85,-0.046
10/6/2015,1.1272,0.318,-0.046,18.05,-0.046
10/7/2015,1.1237,0.3186,-0.046,18.19,-0.046
10/8/2015,1.1276,0.3196,-0.048,17.5,-0.048
10/9/2015,1.1358,0.3206,-0.049,17.36,-0.049
10/12/2015,1.1358,0.32075,-0.049,17.42,-0.049
10/13/2015,1.1379,0.3205,-0.049,17.73,-0.049
10/14/2015,1.1474,0.31705,-0.049,17.83,-0.049
10/15/2015,1.1386,0.31515,-0.052,17.15,-0.052
10/16/2015,1.1348,0.31715,-0.051,17.55,-0.051
10/19/2015,1.1327,0.31665,-0.054,17.77,-0.054
10/20/2015,1.1346,0.3204,-0.053,17.86,-0.053
10/21/2015,1.1339,0.3164,-0.053,18.23,-0.053
10/22/2015,1.1109,0.3199,-0.053,18.59,-0.053
10/23/2015,1.1018,0.3229,-0.061,19,-0.061
10/26/2015,1.1058,0.32315,-0.064,18.92,-0.064
10/27/2015,1.1051,0.3239,-0.066,18.76,-0.066
10/28/2015,1.0923,0.3219,-0.067,18.95,-0.067
10/29/2015,1.0977,0.3289,-0.068,19.71,-0.068
10/30/2015,1.1006,0.3341,-0.068,19.53,-0.068
11/2/2015,1.1016,0.3341,-0.066,19.5,-0.066
11/3/2015,1.0964,0.3336,-0.069,19.78,-0.069
11/4/2015,1.0866,0.3366,-0.069,20.94,-0.069
11/5/2015,1.0884,0.3439,-0.071,20.72,-0.071
11/6/2015,1.0741,0.3414,-0.073,21.13,-0.073
11/9/2015,1.0752,0.3556,-0.073,22.91,-0.073
11/10/2015,1.0724,0.3561,-0.077,23.06,-0.077
11/11/2015,1.0743,0.3591,-0.079,23.99,-0.079
11/12/2015,1.0814,0.3616,-0.081,23.22,-0.081
11/13/2015,1.0773,0.3636,-0.083,23.2,-0.083
11/16/2015,1.0686,0.3641,-0.086,23.51,-0.086
11/17/2015,1.0642,0.3671,-0.091,24.03,-0.091
11/18/2015,1.066,0.3696,-0.092,25.42,-0.092
11/19/2015,1.0734,0.3776,-0.092,25.13,-0.092
11/20/2015,1.0646,0.3821,-0.095,26.05,-0.095
11/23/2015,1.0636,0.3932,-0.099,27.35,-0.099
11/24/2015,1.0643,0.4023,-0.104,27.43,-0.104
11/25/2015,1.0624,0.4067,-0.104,27.13,-0.104
11/26/2015,1.061,0.4117,-0.109,27.51,-0.109
11/27/2015,1.0593,0.4142,-0.113,28.38,-0.113
11/30/2015,1.0565,0.4162,-0.114,28.94,-0.114
12/1/2015,1.0633,0.4222,-0.116,28.72,-0.116
12/2/2015,1.0615,0.436,-0.118,28.9,-0.118
12/3/2015,1.094,0.452,-0.124,25.99,-0.124
12/4/2015,1.0881,0.462,-0.113,25.42,-0.113
12/7/2015,1.0837,0.477,-0.113,25.5,-0.113
12/8/2015,1.0892,0.4865,-0.116,25.43,-0.116
12/9/2015,1.1025,0.492,-0.119,25.98,-0.119
12/10/2015,1.0941,0.502,-0.125,27.84,-0.125
12/11/2015,1.0986,0.512,-0.128,28.02,-0.128
12/14/2015,1.0992,0.51775,-0.129,28.35,-0.129
12/15/2015,1.0931,0.52575,-0.132,28.71,-0.132
12/16/2015,1.0912,0.5325,-0.133,28.9,-0.133
12/17/2015,1.0826,0.5695,-0.133,27.87,-0.133
12/18/2015,1.0868,0.5855,-0.131,27.62,-0.131
12/21/2015,1.0915,0.5931,-0.13,28.01,-0.13
12/22/2015,1.0957,0.59435,-0.131,28.85,-0.131
12/23/2015,1.0912,0.6031,-0.131,27.54,-0.131
12/24/2015,1.0963,0.6031,-0.131,27.46,-0.131
12/25/2015,1.096,0.6031,-0.131,27.5,-0.131
12/28/2015,1.0968,0.6031,-0.131,27.52,-0.131
12/29/2015,1.092,0.6067,-0.132,26.55,-0.132
12/30/2015,1.0933,0.6122,-0.132,25.79,-0.132
12/31/2015,1.0862,0.6127,-0.131,25.66,-0.131
1/1/2016,1.0856,0.6127,-0.131,25.58,-0.131
1/4/2016,1.0831,0.6117,-0.132,26,-0.132
1/5/2016,1.0748,0.6171,-0.133,25.94,-0.133
1/6/2016,1.0781,0.6201,-0.136,26.28,-0.136
1/7/2016,1.0932,0.61685,-0.142,26.68,-0.142
1/8/2016,1.0922,0.6211,-0.143,26.55,-0.143
1/11/2016,1.0859,0.6221,-0.143,26.66,-0.143
1/12/2016,1.0858,0.6236,-0.144,27.05,-0.144
1/13/2016,1.0877,0.622,-0.144,27.24,-0.144
1/14/2016,1.0865,0.6211,-0.143,27.7,-0.143
1/15/2016,1.0916,0.6196,-0.142,27.41,-0.142
1/18/2016,1.0892,0.6238,-0.142,27.39,-0.142
1/19/2016,1.0908,0.6243,-0.143,27.67,-0.143
1/20/2016,1.089,0.6213,-0.144,27.46,-0.144
1/21/2016,1.0874,0.6186,-0.146,27.7,-0.146
1/22/2016,1.0796,0.6191,-0.152,27.45,-0.152
1/25/2016,1.0849,0.6213,-0.155,27.73,-0.155
1/26/2016,1.087,0.6211,-0.158,27.78,-0.158
1/27/2016,1.0893,0.6181,-0.159,27.59,-0.159
1/28/2016,1.094,0.6156,-0.16,27.15,-0.16
1/29/2016,1.0831,0.6126,-0.162,26.99,-0.162
2/1/2016,1.0888,0.6186,-0.162,27.15,-0.162
2/2/2016,1.0919,0.6192,-0.161,27.22,-0.161
2/3/2016,1.1105,0.6206,-0.162,27.3,-0.162
2/4/2016,1.1209,0.6202,-0.166,27.89,-0.166
2/5/2016,1.1158,0.6197,-0.167,27.95,-0.167
2/8/2016,1.1193,0.621,-0.169,28.75,-0.169
2/9/2016,1.1293,0.6205,-0.171,29.57,-0.171
2/10/2016,1.1292,0.6176,-0.175,29.35,-0.175
2/11/2016,1.1323,0.6172,-0.179,29.39,-0.179
2/12/2016,1.1256,0.6182,-0.183,28.85,-0.183
2/15/2016,1.1156,0.6182,-0.183,28.25,-0.183
2/16/2016,1.1144,0.6182,-0.187,28.98,-0.187
2/17/2016,1.1128,0.6194,-0.189,29.08,-0.189
2/18/2016,1.1107,0.6182,-0.195,29.46,-0.195
2/19/2016,1.113,0.6182,-0.198,29.19,-0.198
2/22/2016,1.103,0.6246,-0.199,29.33,-0.199
2/23/2016,1.102,0.6291,-0.2,29.67,-0.2
2/24/2016,1.1013,0.6346,-0.201,29.58,-0.201
2/25/2016,1.1018,0.6356,-0.201,30.17,-0.201
2/26/2016,1.0934,0.6351,-0.202,30.68,-0.202
2/29/2016,1.0873,0.6331,-0.205,31.66,-0.205
3/1/2016,1.0868,0.6316,-0.207,31.9,-0.207
3/2/2016,1.0868,0.63485,-0.208,32.83,-0.208
3/3/2016,1.0957,0.6356,-0.213,32.57,-0.213
3/4/2016,1.1005,0.6335,-0.215,32.3,-0.215
3/7/2016,1.1014,0.6361,-0.216,32.25,-0.216
3/8/2016,1.1011,0.63515,-0.221,31.69,-0.221
3/9/2016,1.0999,0.6346,-0.224,32.4,-0.224
3/10/2016,1.1177,0.63235,-0.229,30.78,-0.229
3/11/2016,1.1156,0.63385,-0.225,30.93,-0.225
3/14/2016,1.1103,0.63955,-0.226,31.31,-0.226
3/15/2016,1.1109,0.64195,-0.227,31.2,-0.227
3/16/2016,1.1224,0.639,-0.23,31.83,-0.23
3/17/2016,1.1318,0.6234,-0.234,30.78,-0.234
3/18/2016,1.127,0.6243,-0.235,30.55,-0.235
3/21/2016,1.1241,0.6246,-0.238,30.9,-0.238
3/22/2016,1.1217,0.62835,-0.239,31.01,-0.239
3/23/2016,1.1181,0.6301,-0.241,30.76,-0.241
3/24/2016,1.1174,0.6286,-0.242,31.24,-0.242
3/25/2016,1.1167,0.6286,-0.242,31.23,-0.242
3/28/2016,1.1196,0.6286,-0.242,31.25,-0.242
3/29/2016,1.1291,0.63085,-0.242,31.5,-0.242
3/30/2016,1.1338,0.6251,-0.243,31.61,-0.243
3/31/2016,1.138,0.6286,-0.244,32.67,-0.244
4/1/2016,1.1391,0.6291,-0.245,32.12,-0.245
4/4/2016,1.1391,0.6301,-0.246,31.8,-0.246
4/5/2016,1.1384,0.6266,-0.248,31.6,-0.248
4/6/2016,1.1399,0.6306,-0.248,31.49,-0.248
4/7/2016,1.1378,0.6288,-0.247,31.4,-0.247
4/8/2016,1.1399,0.6308,-0.248,31.51,-0.248
4/11/2016,1.1408,0.62985,-0.251,31.74,-0.251
4/12/2016,1.1386,0.6296,-0.249,32.21,-0.249
4/13/2016,1.1274,0.62835,-0.249,31.92,-0.249
4/14/2016,1.1268,0.63285,-0.251,31.62,-0.251
4/15/2016,1.1284,0.6331,-0.249,31.54,-0.249
4/18/2016,1.1313,0.63435,-0.249,31.67,-0.249
4/19/2016,1.1358,0.63485,-0.25,31.8,-0.25
4/20/2016,1.1297,0.6351,-0.249,31.78,-0.249
4/21/2016,1.1288,0.6381,-0.249,31.72,-0.249
4/22/2016,1.1222,0.63585,-0.249,31.63,-0.249
4/25/2016,1.1268,0.63385,-0.25,31.76,-0.25
4/26/2016,1.1297,0.63435,-0.252,32.03,-0.252
4/27/2016,1.1322,0.63835,-0.251,31.82,-0.251
4/28/2016,1.1352,0.6366,-0.252,32.23,-0.252
4/29/2016,1.1451,0.6366,-0.251,32.53,-0.251
5/2/2016,1.1534,0.6366,-0.25,32.85,-0.25
5/3/2016,1.1496,0.6329,-0.251,33.04,-0.251
5/4/2016,1.1487,0.6341,-0.253,33.96,-0.253
5/5/2016,1.1405,0.6318,-0.255,32.85,-0.255
5/6/2016,1.1404,0.6296,-0.256,32.76,-0.256
5/9/2016,1.1383,0.6296,-0.258,32.64,-0.258
5/10/2016,1.1372,0.6281,-0.26,32.44,-0.26
5/11/2016,1.1426,0.6266,-0.259,32.95,-0.259
5/12/2016,1.1377,0.6261,-0.258,32.22,-0.258
5/13/2016,1.1309,0.6276,-0.257,32.4,-0.257
5/16/2016,1.1321,0.6261,-0.257,32.13,-0.257
5/17/2016,1.1313,0.6251,-0.257,32.07,-0.257
5/18/2016,1.1216,0.6356,-0.257,33.77,-0.257
5/19/2016,1.1203,0.6539,-0.258,33.79,-0.258
5/20/2016,1.1224,0.6613,-0.258,33.98,-0.258
5/23/2016,1.122,0.6623,-0.258,34.08,-0.258
5/24/2016,1.1141,0.6653,-0.258,34.31,-0.258
5/25/2016,1.1155,0.66655,-0.258,35.01,-0.258
5/26/2016,1.1194,0.67405,-0.258,34.63,-0.258
5/27/2016,1.1115,0.67305,-0.26,34.94,-0.26
5/30/2016,1.1138,0.67305,-0.261,35.09,-0.261
5/31/2016,1.1132,0.6858,-0.261,35.37,-0.261
6/1/2016,1.1188,0.6813,-0.261,36.97,-0.261
6/2/2016,1.1151,0.6801,-0.262,36.62,-0.262
6/3/2016,1.1367,0.68215,-0.261,35.47,-0.261
6/6/2016,1.1355,0.66065,-0.262,35.85,-0.262
6/7/2016,1.1358,0.6566,-0.261,35.81,-0.261
6/8/2016,1.1395,0.658,-0.264,36.21,-0.264
6/9/2016,1.1316,0.65605,-0.262,35.12,-0.262
6/10/2016,1.1251,0.6556,-0.263,35.08,-0.263
6/13/2016,1.1292,0.6525,-0.263,35.92,-0.263
6/14/2016,1.1207,0.6548,-0.262,37.03,-0.262
6/15/2016,1.126,0.65635,-0.262,37.47,-0.262
6/16/2016,1.1225,0.6466,-0.264,37.83,-0.264
6/17/2016,1.1277,0.6444,-0.265,36.9,-0.265
6/20/2016,1.1314,0.6465,-0.266,36.39,-0.266
6/21/2016,1.1242,0.64185,-0.266,36.82,-0.266
6/22/2016,1.1296,0.6401,-0.268,38.39,-0.268
6/23/2016,1.1385,0.6401,-0.269,36.88,-0.269
6/24/2016,1.1117,0.6236,-0.281,38.94,-0.281
6/27/2016,1.1025,0.6271,-0.283,36.5,-0.283
6/28/2016,1.1065,0.6311,-0.281,36.57,-0.281
6/29/2016,1.1125,0.6461,-0.282,38.61,-0.282
6/30/2016,1.1106,0.6541,-0.286,38.03,-0.286
7/1/2016,1.1136,0.65335,-0.29,37.75,-0.29
7/4/2016,1.1154,0.65635,-0.291,37.9,-0.291
7/5/2016,1.1076,0.6571,-0.292,38.02,-0.292
7/6/2016,1.11,0.6611,-0.293,41.13,-0.293
7/7/2016,1.1063,0.6646,-0.293,39.37,-0.293
7/8/2016,1.1051,0.6671,-0.293,39.45,-0.293
7/11/2016,1.1058,0.6691,-0.292,39.53,-0.292
7/12/2016,1.1061,0.67335,-0.291,39.53,-0.291
7/13/2016,1.109,0.6801,-0.295,40.56,-0.295
7/14/2016,1.112,0.6791,-0.295,40.2,-0.295
7/15/2016,1.1035,0.68785,-0.293,41.28,-0.293
7/18/2016,1.1075,0.6956,-0.295,42.08,-0.295
7/19/2016,1.1021,0.6971,-0.295,41.58,-0.295
7/20/2016,1.1015,0.7016,-0.297,42.67,-0.297
7/21/2016,1.1026,0.7145,-0.297,42.51,-0.297
7/22/2016,1.0977,0.721,-0.297,42.55,-0.297
7/25/2016,1.0995,0.7335,-0.297,43.21,-0.297
7/26/2016,1.0986,0.743,-0.298,44.32,-0.298
7/27/2016,1.1058,0.7515,-0.298,45.34,-0.298
7/28/2016,1.1077,0.7565,-0.296,44.69,-0.296
7/29/2016,1.1174,0.7591,-0.297,43.64,-0.297
8/1/2016,1.1163,0.7591,-0.297,43.59,-0.297
8/2/2016,1.1224,0.7676,-0.298,44.27,-0.298
8/3/2016,1.1149,0.7776,-0.299,45.61,-0.299
8/4/2016,1.113,0.7876,-0.298,43.55,-0.298
8/5/2016,1.1086,0.79235,-0.298,43.38,-0.298
8/8/2016,1.1088,0.8065,-0.298,43.82,-0.298
8/9/2016,1.1117,0.816,-0.298,45.26,-0.298
8/10/2016,1.1176,0.8176,-0.297,45.12,-0.297
8/11/2016,1.1137,0.817,-0.299,43.77,-0.299
8/12/2016,1.1162,0.81825,-0.299,43.36,-0.299
8/15/2016,1.1184,0.80411,-0.298,43.06,-0.298
8/16/2016,1.1279,0.80128,-0.299,43.1,-0.299
8/17/2016,1.1289,0.81128,-0.298,44.15,-0.298
8/18/2016,1.1354,0.811,-0.299,43.37,-0.299
8/19/2016,1.1325,0.81711,-0.298,43.03,-0.298
8/22/2016,1.132,0.82544,-0.299,43.62,-0.299
8/23/2016,1.1305,0.82544,-0.298,43.82,-0.298
8/24/2016,1.1264,0.82544,-0.298,44.9,-0.298
8/25/2016,1.1285,0.82933,-0.298,43.79,-0.298
8/26/2016,1.1198,0.83344,-0.298,43.54,-0.298
8/29/2016,1.1189,0.83344,-0.297,43.94,-0.297
8/30/2016,1.1143,0.84211,-0.299,43.55,-0.299
8/31/2016,1.1158,0.83933,-0.299,43.53,-0.299
9/1/2016,1.1197,0.83567,-0.299,43.23,-0.299
9/2/2016,1.1156,0.83511,-0.301,43.13,-0.301
9/5/2016,1.1147,0.83344,-0.301,43.13,-0.301
9/6/2016,1.1255,0.84067,-0.303,42.52,-0.303
9/7/2016,1.1239,0.83356,-0.303,41.46,-0.303
9/8/2016,1.126,0.84544,-0.304,40.7,-0.304
9/9/2016,1.1233,0.85222,-0.301,41.07,-0.301
9/12/2016,1.1235,0.85578,-0.303,40.83,-0.303
9/13/2016,1.122,0.85028,-0.302,40.82,-0.302
9/14/2016,1.125,0.85389,-0.303,41.03,-0.303
9/15/2016,1.1244,0.85656,-0.301,41.21,-0.301
9/16/2016,1.1155,0.85711,-0.301,42.28,-0.301
9/19/2016,1.1175,0.86067,-0.301,42.1,-0.301
9/20/2016,1.1151,0.86589,-0.301,42.26,-0.301
9/21/2016,1.1189,0.86333,-0.301,41.82,-0.301
9/22/2016,1.1208,0.85672,-0.301,42.83,-0.301
9/23/2016,1.1226,0.85294,-0.302,42.24,-0.302
9/26/2016,1.1254,0.85294,-0.303,43.47,-0.303
9/27/2016,1.1215,0.85378,-0.301,44.74,-0.301
9/28/2016,1.1217,0.83769,-0.302,44.36,-0.302
9/29/2016,1.1222,0.84561,-0.301,46.97,-0.301
9/30/2016,1.1235,0.85367,-0.301,49.1,-0.301
10/3/2016,1.1211,0.85789,-0.301,50.35,-0.301
10/4/2016,1.1204,0.86433,-0.301,47.45,-0.301
10/5/2016,1.1205,0.86794,-0.302,47.35,-0.302
10/6/2016,1.1151,0.87156,-0.304,45.86,-0.304
10/7/2016,1.1201,0.87606,-0.304,45.08,-0.304
10/10/2016,1.1139,0.87389,-0.305,45.35,-0.305
10/11/2016,1.1054,0.8775,-0.306,44.75,-0.306
10/12/2016,1.1007,0.88111,-0.309,46.14,-0.309
10/13/2016,1.1056,0.88,-0.311,45.91,-0.311
10/14/2016,1.0972,0.88167,-0.311,45.94,-0.311
10/17/2016,1.1,0.87761,-0.311,46.3,-0.311
10/18/2016,1.0981,0.88122,-0.312,45.05,-0.312
10/19/2016,1.0974,0.88067,-0.313,45.28,-0.313
10/20/2016,1.0929,0.88178,-0.313,44.92,-0.313
10/21/2016,1.0884,0.88178,-0.312,45.35,-0.312
10/24/2016,1.0882,0.88372,-0.311,45.55,-0.311
10/25/2016,1.0889,0.88567,-0.312,45.82,-0.312
10/26/2016,1.0908,0.89039,-0.313,46.63,-0.313
10/27/2016,1.0897,0.88733,-0.312,46.28,-0.312
10/28/2016,1.0985,0.88594,-0.313,46.7,-0.313
10/31/2016,1.0981,0.88428,-0.313,47.32,-0.313
11/1/2016,1.1055,0.88094,-0.313,46.88,-0.313
11/2/2016,1.1098,0.87567,-0.313,47.55,-0.313
11/3/2016,1.1105,0.88094,-0.313,46.83,-0.313
11/4/2016,1.1141,0.88261,-0.312,47.18,-0.312
11/7/2016,1.1041,0.88678,-0.312,46.7,-0.312
11/8/2016,1.1026,0.88233,-0.312,46.84,-0.312
11/9/2016,1.091,0.8865,-0.312,45.79,-0.312
11/10/2016,1.0893,0.90206,-0.312,45.45,-0.312
11/11/2016,1.0855,0.90567,-0.312,44.89,-0.312
11/14/2016,1.0737,0.91122,-0.312,46.03,-0.312
11/15/2016,1.0722,0.90622,-0.312,46.41,-0.312
11/16/2016,1.0691,0.90872,-0.311,48.46,-0.311
11/17/2016,1.0626,0.91122,-0.312,46.95,-0.312
11/18/2016,1.0588,0.91622,-0.313,47.22,-0.313
11/21/2016,1.063,0.91983,-0.312,48.15,-0.312
11/22/2016,1.0627,0.92483,-0.313,49.73,-0.313
11/23/2016,1.0553,0.93011,-0.313,49.75,-0.313
11/24/2016,1.0554,0.93706,-0.314,49.08,-0.314
11/25/2016,1.0589,0.93733,-0.314,48.38,-0.314
11/28/2016,1.0614,0.93511,-0.314,49.65,-0.314
11/29/2016,1.065,0.93067,-0.314,49.51,-0.314
11/30/2016,1.0589,0.93417,-0.314,48.57,-0.314
12/1/2016,1.0661,0.94167,-0.313,49.16,-0.313
12/2/2016,1.0664,0.94639,-0.313,49.78,-0.313
12/5/2016,1.0764,0.94806,-0.313,49.78,-0.313
12/6/2016,1.0718,0.95083,-0.315,49,-0.315
12/7/2016,1.0753,0.95083,-0.316,48.1,-0.316
12/8/2016,1.0615,0.95306,-0.318,47.57,-0.318
12/9/2016,1.0561,0.9565,-0.316,48.04,-0.316
12/12/2016,1.0635,0.95872,-0.316,48.85,-0.316
12/13/2016,1.0626,0.96344,-0.316,48.51,-0.316
12/14/2016,1.0536,0.97039,-0.316,47.91,-0.316
12/15/2016,1.0414,0.99317,-0.316,49.12,-0.316
12/16/2016,1.0451,0.99733,-0.314,48.76,-0.314
12/19/2016,1.0402,0.99428,-0.313,49.27,-0.313
12/20/2016,1.0388,0.99622,-0.313,49.41,-0.313
12/21/2016,1.0424,0.99761,-0.315,49.13,-0.315
12/22/2016,1.0437,0.99706,-0.316,49.81,-0.316
12/23/2016,1.0456,0.99706,-0.317,50.53,-0.317
12/26/2016,1.0455,0.99706,-0.317,50.54,-0.317
12/27/2016,1.0457,0.99706,-0.318,51.48,-0.318
12/28/2016,1.0413,0.99817,-0.319,55.5,-0.319
12/29/2016,1.049,0.99789,-0.319,48.85,-0.319
12/30/2016,1.0517,0.99789,-0.319,49.83,-0.319
1/2/2017,1.0455,0.99789,-0.318,49.21,-0.318
1/3/2017,1.0405,0.99872,-0.319,47.44,-0.319
1/4/2017,1.0489,1.00511,-0.32,46.83,-0.32
1/5/2017,1.0607,1.00928,-0.321,47.75,-0.321
1/6/2017,1.0532,1.01011,-0.321,47.43,-0.321
1/9/2017,1.0574,1.01483,-0.322,47.14,-0.322
1/10/2017,1.0554,1.01789,-0.324,46.62,-0.324
1/11/2017,1.0582,1.02178,-0.326,46.99,-0.326
1/12/2017,1.0613,1.02178,-0.327,47.56,-0.327
1/13/2017,1.0643,1.02317,-0.327,47.47,-0.327
1/16/2017,1.0601,1.02372,-0.328,47.35,-0.328
1/17/2017,1.0713,1.02483,-0.329,47.49,-0.329
1/18/2017,1.063,1.03011,-0.329,47.38,-0.329
1/19/2017,1.0664,1.04122,-0.329,48.46,-0.329
1/20/2017,1.0703,1.04344,-0.328,47.73,-0.328
1/23/2017,1.0765,1.03789,-0.327,47.5,-0.327
1/24/2017,1.0731,1.03178,-0.328,46.49,-0.328
1/25/2017,1.0748,1.03733,-0.328,46.16,-0.328
1/26/2017,1.0682,1.039,-0.328,45.74,-0.328
1/27/2017,1.0699,1.039,-0.328,45.09,-0.328
1/30/2017,1.0695,1.034,-0.328,45.35,-0.328
1/31/2017,1.0798,1.03456,-0.327,44.32,-0.327
2/1/2017,1.0769,1.03456,-0.328,44.57,-0.328
2/2/2017,1.0759,1.03372,-0.328,44.86,-0.328
2/3/2017,1.0783,1.034,-0.328,44.44,-0.328
2/6/2017,1.075,1.03844,-0.328,44.08,-0.328
2/7/2017,1.0683,1.03817,-0.328,43.8,-0.328
2/8/2017,1.0698,1.03372,-0.328,43.09,-0.328
2/9/2017,1.0655,1.03372,-0.328,43.66,-0.328
2/10/2017,1.0643,1.03622,-0.329,43.41,-0.329
2/13/2017,1.0598,1.039,-0.329,43.17,-0.329
2/14/2017,1.0578,1.03733,-0.328,42.91,-0.328
2/15/2017,1.0601,1.04178,-0.328,43.02,-0.328
2/16/2017,1.0674,1.0565,-0.328,43.68,-0.328
2/17/2017,1.0616,1.05233,-0.329,43.44,-0.329
2/20/2017,1.0614,1.05011,-0.329,42.99,-0.329
2/21/2017,1.0536,1.05344,-0.329,43.37,-0.329
2/22/2017,1.0558,1.054,-0.33,43.67,-0.33
2/23/2017,1.0582,1.05233,-0.329,44.9,-0.329
2/24/2017,1.0563,1.054,-0.329,44.79,-0.329
2/27/2017,1.0587,1.05456,-0.329,44.55,-0.329
2/28/2017,1.0576,1.064,-0.33,44.88,-0.33
3/1/2017,1.0547,1.09278,-0.329,46.65,-0.329
3/2/2017,1.0507,1.1,-0.329,45.25,-0.329
3/3/2017,1.0622,1.10167,-0.329,45.19,-0.329
3/6/2017,1.0582,1.10622,-0.329,45.51,-0.329
3/7/2017,1.0566,1.10622,-0.328,45.72,-0.328
3/8/2017,1.0541,1.109,-0.329,46.55,-0.329
3/9/2017,1.0577,1.11956,-0.329,45.44,-0.329
3/10/2017,1.0673,1.12122,-0.329,44.98,-0.329
3/13/2017,1.0653,1.13122,-0.33,45.57,-0.33
3/14/2017,1.0604,1.13733,-0.33,46.65,-0.33
3/15/2017,1.0734,1.14817,-0.329,49.04,-0.329
3/16/2017,1.0766,1.15178,-0.329,48.15,-0.329
